# Wlen(nm) Transmission Continuum
1.922538848198528285e+03 7.621924646911715229e-01 8.675248475538861385e+03
1.922545562172504106e+03 7.636310133912620479e-01 8.678624252928897477e+03
1.922552053796669270e+03 7.647754015748944312e-01 8.681879844625544138e+03
1.922558727971726285e+03 7.656670942569183680e-01 8.685218398210427040e+03
1.922565278060294986e+03 7.663523090596759957e-01 8.688486424582562904e+03
1.922571874046398761e+03 7.668694430543504525e-01 8.691768894597895269e+03
1.922578501883487888e+03 7.672464036275175037e-01 8.695058677865859863e+03
1.922585019502268096e+03 7.675004112127531419e-01 8.698285417298462562e+03
1.922591725266008780e+03 7.676411117627502945e-01 8.701596685826065368e+03
1.922598216264859047e+03 7.676724514934727406e-01 8.704793589327275185e+03
1.922604896280784942e+03 7.675936334322442933e-01 8.708075055325663925e+03
1.922611439022572767e+03 7.673995806853174395e-01 8.711280708438076545e+03
1.922618040239366337e+03 7.670798936877805119e-01 8.714506618027036893e+03
1.922624661339038539e+03 7.666170113259068719e-01 8.717733784645239211e+03
1.922631183578071386e+03 7.659839843705675833e-01 8.720904492140403818e+03
1.922637883214039221e+03 7.651425992308060753e-01 8.724152899264012376e+03
1.922644373586375195e+03 7.640528054416951820e-01 8.727291598578474805e+03
1.922651057356619958e+03 7.626934618147873657e-01 8.730515354637323981e+03
1.922657594835399777e+03 7.611096439396808355e-01 8.733660246705441750e+03
1.922664199195423407e+03 7.594647712716253718e-01 8.736828983682573380e+03
1.922670815642381967e+03 7.578974944488215959e-01 8.739995135549779661e+03
1.922677340413262073e+03 7.563361421007194219e-01 8.743109209006421224e+03
1.922684036007072564e+03 7.545499843848216814e-01 8.746296346365124919e+03
1.922690525751688710e+03 7.523262018369558657e-01 8.749377325249068235e+03
1.922697211186533877e+03 7.495140559650185219e-01 8.752542803934889889e+03
1.922703745489265884e+03 7.459949883579007901e-01 8.755628491713596304e+03
1.922710350901852507e+03 7.416420011243110011e-01 8.758739498564116730e+03
1.922716964783980529e+03 7.362876179238195817e-01 8.761846182344601402e+03
1.922723489995138607e+03 7.297001963663896085e-01 8.764903074122705220e+03
1.922730183635610501e+03 7.215536651641986099e-01 8.768030478362161375e+03
1.922736672751307196e+03 7.113765231165833924e-01 8.771054220324604103e+03
1.922743357757843569e+03 6.985221564255437166e-01 8.774160908307958380e+03
1.922749890974655273e+03 6.820852470626452835e-01 8.777188893884780555e+03
1.922756495345985968e+03 6.608066577895834737e-01 8.780241666985597476e+03
1.922763108754344557e+03 6.329488668189560130e-01 8.783290374911695835e+03
1.922769632311016721e+03 5.962293404106735473e-01 8.786289591011769517e+03
1.922776326090130397e+03 5.481178985443522222e-01 8.789358744568289694e+03
1.922782814575698922e+03 4.866907921937048132e-01 8.792325732863229860e+03
1.922789497057835206e+03 4.126224196854671455e-01 8.795373170116688925e+03
1.922796031282046670e+03 3.317842937960949201e-01 8.798344901728467448e+03
1.922802632515096775e+03 2.568371420148595763e-01 8.801338990516376725e+03
1.922809247543930724e+03 2.051888991387419425e-01 8.804331161195699679e+03
1.922815767348172585e+03 1.918977648555325877e-01 8.807272260458850724e+03
1.922822463361104610e+03 2.209414545359730531e-01 8.810284592380723552e+03
1.922828951215339885e+03 2.828957988582126437e-01 8.813195310012197297e+03
1.922835629073797918e+03 3.607778643953676867e-01 8.816183089000562177e+03
1.922842166401910163e+03 4.385516666708449973e-01 8.819099961833586349e+03
1.922848762396475877e+03 5.062387778933566951e-01 8.822034968009151271e+03
1.922855381143212071e+03 5.603390927521937348e-01 8.824971987231201638e+03
1.922861895093891690e+03 6.015026978621599296e-01 8.827854580526423888e+03
1.922868595438992088e+03 6.320082881266925190e-01 8.830811467271010770e+03
1.922875082660687440e+03 6.541388890243461374e-01 8.833666396989890927e+03
1.922881753793011057e+03 6.696568425891099574e-01 8.836594161863929912e+03
1.922888296324715384e+03 6.798194131277714991e-01 8.839457518866498503e+03
1.922894884977402626e+03 6.854011437061059420e-01 8.842333095579153451e+03
1.922901509542651638e+03 6.868479236374946950e-01 8.845216297123730328e+03
1.922908015535454297e+03 6.842786170292671777e-01 8.848040046539870673e+03
1.922914722314271785e+03 6.772747728878654172e-01 8.850942812793382473e+03
1.922921208902215994e+03 6.647631097708817105e-01 8.853742437095235800e+03
1.922927871202742381e+03 6.455516839133665918e-01 8.856609882868495333e+03
1.922934421040911502e+03 6.195149216916779888e-01 8.859421015556123166e+03
1.922941000245143186e+03 5.890889918521713398e-01 8.862236866595307220e+03
1.922947632732712691e+03 5.605292219097725015e-01 8.865067533048730184e+03
1.922954128660119750e+03 5.430711470951981035e-01 8.867832151072652778e+03
1.922960843977384229e+03 5.441914741300559744e-01 8.870682070553237281e+03
1.922967329930372671e+03 5.641578140310292699e-01 8.873426871682380806e+03
1.922973981290261236e+03 5.959055131670707439e-01 8.876233743430271716e+03
1.922980540540960192e+03 6.303937582337182377e-01 8.878993892701915684e+03
1.922987108186954401e+03 6.613926430322478733e-01 8.881749771674418298e+03
1.922993750703837122e+03 6.864053545982108373e-01 8.884529135235943613e+03
1.923000236207625903e+03 7.054410413996470286e-01 8.887235114118477213e+03
1.923006958666257106e+03 7.195935851408555850e-01 8.890031952157512933e+03
1.923013445735599589e+03 7.301017953632071844e-01 8.892723140164638608e+03
1.923020084042810595e+03 7.379741705324600609e-01 8.895469232200684928e+03
1.923026654815297206e+03 7.439581453472206007e-01 8.898179589151981418e+03
1.923033208790086292e+03 7.485679378074079349e-01 8.900875298674684018e+03
1.923039863446471372e+03 7.521605316818840148e-01 8.903604541974729727e+03
1.923046348313235285e+03 7.549812596957710120e-01 8.906256523360618303e+03
1.923053056223129488e+03 7.571990913628534603e-01 8.908991806766905938e+03
1.923059556308340007e+03 7.589390502909038050e-01 8.911634680010613010e+03
1.923066179447629338e+03 7.602926913876942860e-01 8.914319835068290558e+03
1.923072763854352161e+03 7.613268320244240828e-01 8.916981541804949302e+03
1.923079302041759547e+03 7.620883788302669215e-01 8.919616932678884041e+03
1.923085970951038917e+03 7.626108746584774334e-01 8.922297189596325552e+03
1.923092455179572653e+03 7.629160730667333690e-01 8.924895655037104007e+03
1.923099146423227921e+03 7.630162612518101017e-01 8.927569266251568479e+03
1.923105661639021264e+03 7.629154366639517848e-01 8.930164926731504238e+03
1.923112267491949524e+03 7.626078854830272702e-01 8.932789035149924530e+03
1.923118867648568084e+03 7.620774883871577199e-01 8.935403185612303787e+03
1.923125387929232602e+03 7.613030019411526350e-01 8.937978156013696207e+03
1.923132073207981421e+03 7.602906098166598570e-01 8.940610512485081927e+03
1.923138556797067395e+03 7.591350778324994497e-01 8.943155943269819545e+03
1.923145229253776506e+03 7.580788152367173849e-01 8.945767811750340115e+03
1.923151761718071839e+03 7.574348889523822015e-01 8.948317313881652808e+03
1.923158348162998209e+03 7.573370676986126426e-01 8.950880312783341651e+03
1.923164966188363906e+03 7.576047055221806215e-01 8.953447953556697030e+03
1.923171466439707274e+03 7.579188109404719764e-01 8.955962448204087195e+03
1.923178170207713265e+03 7.580545520580234120e-01 8.958547943053241397e+03
1.923184653156139348e+03 7.579336352427706869e-01 8.961040820215757776e+03
1.923191304701985473e+03 7.575710865053474352e-01 8.963590921614397303e+03
1.923197856535912024e+03 7.570174459576729520e-01 8.966095273048893432e+03
1.923204421447998584e+03 7.563219902267174222e-01 8.968597145520387130e+03
1.923211059464159689e+03 7.555222055800814296e-01 8.971119276656138027e+03
1.923217541959341133e+03 7.546461851030584755e-01 8.973574949917197955e+03
1.923224257541624638e+03 7.537162853929201267e-01 8.976111252903334389e+03
1.923230744247195389e+03 7.527437014092230871e-01 8.978553716059053841e+03
1.923237372755065053e+03 7.517246666743304662e-01 8.981042071404905073e+03
1.923243946082948696e+03 7.506469033239375754e-01 8.983502233846480522e+03
1.923250487334145646e+03 7.494998115630673308e-01 8.985943008109235961e+03
1.923257147466360266e+03 7.482777206316416629e-01 8.988420583951785375e+03
1.923263629318806125e+03 7.469773126199040769e-01 8.990824527190121444e+03
1.923270320356365573e+03 7.455958145108952939e-01 8.993298495257500690e+03
1.923276830060656266e+03 7.441268845362372097e-01 8.995698059015505351e+03
1.923283433400230024e+03 7.425578809275346082e-01 8.998124733886597824e+03
1.923290030349590097e+03 7.408687291718637491e-01 9.000541623912840805e+03
1.923296545808633709e+03 7.390426693567174743e-01 9.002921372498252822e+03
1.923303230185369102e+03 7.370817992762864757e-01 9.005355302507066881e+03
1.923309711393865882e+03 7.350306151184325953e-01 9.007707996052833550e+03
1.923316375754106502e+03 7.329791903598409375e-01 9.010119731713428337e+03
1.923322910586917033e+03 7.309437394742800409e-01 9.012477275311375706e+03
1.923329486624650826e+03 7.288040846160848130e-01 9.014842379002162488e+03
1.923336109326228552e+03 7.264225253712008890e-01 9.017216868898838584e+03
1.923342596858643446e+03 7.237785155856298891e-01 9.019535707822782570e+03
1.923349307611572613e+03 7.209957482340170198e-01 9.021926857395810657e+03
1.923355788174908412e+03 7.183325900778116946e-01 9.024228781318794063e+03
1.923362423722014682e+03 7.160562907228480434e-01 9.026578430211946397e+03
1.923368985816355917e+03 7.142352599463522855e-01 9.028894789181065789e+03
1.923375532415505859e+03 7.126926040357985936e-01 9.031198473884014675e+03
1.923382183003259570e+03 7.111639526576700732e-01 9.033531392469085404e+03
1.923388663110155676e+03 7.094618414529595407e-01 9.035797384607631102e+03
1.923395357096157795e+03 7.075114737943238863e-01 9.038130792771798951e+03
1.923401859652328540e+03 7.053096174698630927e-01 9.040390305813984014e+03
1.923408464247270103e+03 7.028801917961833290e-01 9.042678055880103784e+03
1.923415055739377749e+03 7.002465208902578508e-01 9.044954022876534509e+03
1.923421570759990118e+03 6.974216190155783091e-01 9.047196482849069071e+03
1.923428251371072520e+03 6.944084266694328100e-01 9.049488616291819199e+03
1.923434730830722401e+03 6.911965756163331864e-01 9.051704660748373499e+03
1.923441392349373473e+03 6.877621843522000455e-01 9.053975719438738452e+03
1.923447925816510406e+03 6.840738653179421203e-01 9.056195990363890814e+03
1.923454497317052301e+03 6.801152396652253573e-01 9.058422071017404960e+03
1.923461120346357347e+03 6.759172471760359624e-01 9.060658396640932551e+03
1.923467601645236982e+03 6.715810333527882925e-01 9.062839867363800295e+03
1.923474314420028122e+03 6.672265683580950180e-01 9.065091960025736626e+03
1.923480793231215557e+03 6.628782987036526686e-01 9.067258536157376511e+03
1.923487420137987556e+03 6.584709779747340841e-01 9.069467509517800863e+03
1.923493986657817686e+03 6.540098038114749990e-01 9.071649253784678876e+03
1.923500522918497154e+03 6.496506550944596281e-01 9.073813935074325855e+03
1.923507179627664982e+03 6.455373283760104108e-01 9.076011328711554597e+03
1.923513657980076005e+03 6.416106509216353837e-01 9.078142900980419654e+03
1.923520339218228628e+03 6.376418640737903099e-01 9.080334062227782852e+03
1.923526850302017465e+03 6.334045862063629739e-01 9.082462428230990554e+03
1.923533440449165255e+03 6.287728468536837312e-01 9.084609620448301939e+03
1.923540042166623607e+03 6.237055077951654258e-01 9.086753512887211400e+03
1.923546541038761461e+03 6.182001434353322500e-01 9.088857104666021769e+03
1.923553233573663647e+03 6.122635136821767965e-01 9.091016235313139987e+03
1.923559711275522659e+03 6.058850161023479064e-01 9.093099159975430666e+03
1.923566354232676758e+03 5.990269817193145663e-01 9.095228186338556043e+03
1.923572902033488617e+03 5.916169349998086080e-01 9.097319752344885273e+03
1.923579453270054728e+03 5.835419798624584820e-01 9.099405506815612171e+03
1.923586092333292299e+03 5.746373447118956479e-01 9.101512182464746729e+03
1.923592569574895606e+03 5.646606629433753577e-01 9.103560688498077070e+03
1.923599264264436442e+03 5.532421565174192590e-01 9.105670894856608356e+03
1.923605759224805752e+03 5.397804258993579296e-01 9.107711286349214788e+03
1.923612361747713749e+03 5.234922338261949193e-01 9.109778554338248796e+03
1.923618948415977229e+03 5.038292770124552789e-01 9.111833921852099593e+03
1.923625458587755929e+03 4.812032080255299049e-01 9.113858620334396619e+03
1.923632137148168567e+03 4.580418157505514731e-01 9.115928675283304983e+03
1.923638613737139849e+03 4.392450363097461508e-01 9.117929353655466912e+03
1.923645266467143983e+03 4.295693164281320087e-01 9.119977508315681916e+03
1.923651801818264630e+03 4.292218064687626788e-01 9.121982692013958513e+03
1.923658361750438871e+03 4.335703310257345011e-01 9.123988615905387633e+03
1.923664989439831970e+03 4.373723919438531338e-01 9.126008348080806172e+03
1.923671465567066889e+03 4.378566976340465544e-01 9.127975192504974984e+03
1.923678167423775903e+03 4.345225733979787286e-01 9.130003629102622654e+03
1.923684652536724798e+03 4.279586143138517373e-01 9.131959730978929656e+03
1.923691261148425838e+03 4.189454236703614165e-01 9.133946280309164649e+03
1.923697839046247509e+03 4.080091383651516246e-01 9.135916786855057580e+03
1.923704354227979366e+03 3.953945663699002799e-01 9.137861817858471113e+03
1.923711025095394689e+03 3.812121431169441244e-01 9.139846440325720323e+03
1.923717500567907109e+03 3.655059912365710151e-01 9.141766276250829833e+03
1.923724156777122744e+03 3.482680498469336583e-01 9.143732872857808616e+03
1.923730685963980704e+03 3.294253659484099872e-01 9.145655228902875024e+03
1.923737248295380141e+03 3.088373006808151633e-01 9.147580655600902901e+03
1.923743870899096464e+03 2.862817566046634843e-01 9.149516978720344923e+03
1.923750345908388908e+03 2.614321733575818429e-01 9.151403564822214321e+03
1.923757048631943462e+03 2.339485309118725376e-01 9.153349652127611989e+03
1.923763530189581161e+03 2.035845633609292549e-01 9.155224910996523249e+03
1.923770138587001384e+03 1.703059324314466771e-01 9.157130181365904718e+03
1.923776714009239186e+03 1.346721428379634711e-01 9.159019253822296378e+03
1.923783227895105483e+03 9.848789287653864077e-02 9.160884076072972675e+03
1.923789897367125832e+03 6.507918564125021732e-02 9.162786673407983471e+03
1.923796371719603940e+03 3.839769458909553235e-02 9.164627069388438031e+03
1.923803025098259695e+03 2.109183818621239090e-02 9.166511652690534902e+03
1.923809554422396786e+03 1.311352736339631980e-02 9.168354501676772998e+03
1.923816112840506548e+03 1.212770895746166991e-02 9.170198994452668558e+03
1.923822736662835041e+03 1.477024121862543019e-02 9.172055210086833540e+03
1.923829210550612061e+03 1.778892386778480744e-02 9.173862939811255274e+03
1.923835907824554397e+03 1.902666681471429713e-02 9.175726326365525892e+03
1.923842392135115006e+03 1.793562056571258723e-02 9.177523957798168340e+03
1.923848993999046570e+03 1.507205410309679465e-02 9.179347615762082569e+03
